# Source: GSI Datasets | Cite as: Gruffydd-Jones, J. (2026). GSI Datasets. https://github.com/jjgj/gsi-datasets | Build: 2026-06-23
publication,ID,Date,Newspaper,Headline,snippet,sent_score
Xinhua,429,2023-06-11,Xinhua,Feature: Pakistani students find China's development model inspirational,"ISLAMABAD, June 11 (Xinhua) -- Aamir Bizenjo, a 22-year-old student of Gwadar University in Pakistan's southwest Balochistan province, found China's development quite interesting and inspirational. He has been witnessing",0.148
MFA,308,2023-06-12,Ministry of Foreign Affairs of the People's Republic of China - News (English),Xi Jinping Holds Talks with Honduran President Iris Xiomara Castro Sarmiento,"On the afternoon of June 12, 2023, President Xi Jinping held talks at the Great Hall of the People with President of Honduras Iris Xiomara Castro Sarmiento who is on a state visit to China. Xi Jinping noted that Presiden",0.202
Xinhua,430,2023-06-12,Xinhua,China's top legislator holds talks with chairman of Nepal's national assembly,"BEIJING, June 12 (Xinhua) -- China's top legislator Zhao Leji held talks with Ganesh Prasad Timilsina, Chairman of the National Assembly of Nepal, in Beijing on Monday, pledging to advance cooperation between the legisla",0.161
Xinhua,431,2023-06-12,Xinhua,Interview: Palestinian president's visit to China to strengthen bilateral ties: official,"RAMALLAH, June 12 (Xinhua) -- Palestinian President Mahmoud Abbas' state visit to China will lay the foundation for consolidating bilateral relations, a senior Palestinian official said. In a recent interview with Xinhua",0.074
MFA,309,2023-06-14,Ministry of Foreign Affairs of the People's Republic of China - News (English),Xi Jinping Sends a Congratulatory Letter to the Forum on Global Human Rights Governance,"On June 14, 2023, President Xi Jinping sent a congratulatory letter to the Forum on Global Human Rights Governance. Xi Jinping pointed out that currently, humanity once again stands at the crossroads of history, with glo",0.15
MFA,310,2023-06-14,Ministry of Foreign Affairs of the People's Republic of China - News (English),Xi Jinping Holds Talks with Palestinian President Mahmoud Abbas,"On the afternoon of June 14, 2023, President Xi Jinping held talks at the Great Hall of the People with Palestinian President Mahmoud Abbas who is on a state visit to China. The two heads of state announced the establish",0.236
MFA,311,2023-06-14,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),Foreign Ministry Spokesperson Wang Wenbin's Regular Press Conference on June 14 2023,CCTV: Honduran President Xiomara Castro concluded her state visit to China this morning. How does China view this visit? Wang Wenbin: President Castro's first state visit to China has been a full success with fruitful ou,0.11
Xinhua,432,2023-06-14,Xinhua,1st LD-Writethru: Xi sends congratulatory letter to forum on global human rights governance,"BEIJING, June 14 (Xinhua) -- Chinese President Xi Jinping on Wednesday sent a congratulatory letter to the Forum on Global Human Rights Governance. At a time of severe challenges facing the global human rights governance",0.083
Xinhua,433,2023-06-14,Xinhua,World Insights: How China strives to improve global human rights governance for a better world,"BEIJING, June 14 (Xinhua) -- China is ready to work with the rest of the world to act on the principles enshrined in the Vienna Declaration and Programme of Action, push for greater fairness, justice, reason, and inclusi",0.093
Xinhua,434,2023-06-14,Xinhua,"3rd LD-Writethru: Chinese, Palestinian presidents hold talks","BEIJING, June 14 (Xinhua) -- Chinese President Xi Jinping held talks with Palestinian President Mahmoud Abbas in Beijing on Wednesday. The two leaders announced the establishment of a strategic partnership between China ",0.233
MFA,312,2023-06-15,Ministry of Foreign Affairs of the People's Republic of China - News (English),Li Qiang Meets with Palestinian President Mahmoud Abbas,"On the morning of June 15, 2023, Premier Li Qiang of the State Council met at the Great Hall of the People with Palestinian President Mahmoud Abbas, who is on a state visit to China. Li Qiang said that China and Palestin",0.235
MFA,313,2023-06-15,Ministry of Foreign Affairs of the People's Republic of China - News (English),"Qin Gang Meets with Minister of Foreign Affairs, International Trade and Immigration of Antigua and Barbuda Everly Paul Chet Greene","On June 15, 2023, State Councilor and Foreign Minister Qin Gang met with Minister of Foreign Affairs, International Trade and Immigration of Antigua and Barbuda Everly Paul Chet Greene in Beijing, who is on a visit to Ch",0.145
MFA,314,2023-06-15,Ministry of Foreign Affairs of the People's Republic of China - News (English),"Qin Gang Meets with Minister of Foreign Affairs, International Trade and Immigration of Antigua and Barbuda Everly Paul Chet Greene","On June 15, 2023, State Councilor and Foreign Minister Qin Gang met with Minister of Foreign Affairs, International Trade and Immigration of Antigua and Barbuda Everly Paul Chet Greene in Beijing, who is on a visit to Ch",0.161
Xinhua,435,2023-06-15,Xinhua,Chinese FM meets Antigua and Barbuda's FM,"BEIJING, June 15 (Xinhua) -- Chinese State Councilor and Foreign Minister Qin Gang on Thursday met with Antigua and Barbuda's Foreign Minister Chet Greene in Beijing. """"Antigua and Barbuda is China's reliable friend and ",0.158
Xinhua,436,2023-06-15,Xinhua,Xinhua Headlines: China hosts forum on global human rights governance,"BEIJING, June 14 (Xinhua) -- The Forum on Global Human Rights Governance, themed """"Equality, Cooperation and Development: The 30th Anniversary of the Vienna Declaration and Programme of Action and Global Human Rights Gov",0.092
MFA,315,2023-06-16,Ministry of Foreign Affairs of the People's Republic of China - News (English),Xi Jinping Meets with Co-chair of the Bill & Melinda Gates Foundation of the United States Bill Gates,"On June 16, 2023, President Xi Jinping met in Beijing with Co-chair of the Bill & Melinda Gates Foundation of the United States Bill Gates. Xi Jinping commended Gates and the Gates Foundation for their long-standing comm",0.169
Xinhua,437,2023-06-16,Xinhua,1st LD-Writethru: Xi meets with Bill Gates,"BEIJING, June 16 (Xinhua) -- Chinese President Xi Jinping met with Bill Gates, co-chair of the Bill & Melinda Gates Foundation, in Beijing on Friday. Xi applauded Gates and the Gates Foundation for their long-term work t",0.159
Xinhua,438,2023-06-16,Xinhua,"World Insights: China's diplomatic efforts help bring peace, prosperity back to Mideast","CAIRO, June 16 (Xinhua) -- As the first Arab head of state hosted by China this year, Palestinian President Mahmoud Abbas wrapped up his four-day state visit to China on Friday. His visit testifies to China's commitment ",0.136
MFA,316,2023-06-23,Ministry of Foreign Affairs of the People's Republic of China - News (English),Li Qiang Attends and Addresses the Summit for a New Global Financing Pact,"On the morning of June 23, 2023 local time, Premier Li Qiang of the State Council attended and addressed the closing ceremony of the Summit for a New Global Financing Pact. The summit was chaired by French President Emma",0.156
Xinhua,439,2023-06-23,Xinhua,"2nd LD Writethru: China ready to expand two-way market access with France, premier says","PARIS, June 22 (Xinhua) -- China is ready to work with France to advance balanced development of bilateral trade, expand two-way market access and seek greater mutual benefit, Chinese Premier Li Qiang said here Thursday ",0.157
Xinhua,440,2023-06-23,Xinhua,Chinese envoy calls for strengthening Africa's counter-terrorism efforts,"UNITED NATIONS, June 22 (Xinhua) -- A Chinese envoy on Thursday called for efforts to strengthen African counter-terrorism efforts at the launch of the UN Joint Appeal for Counter-Terrorism in Africa. China welcomes the ",0.119
Xinhua,441,2023-06-24,Xinhua,2nd LD Writethru: Chinese premier calls for int'l efforts to solve problems facing developing countries,"PARIS, June 23 (Xinhua) -- In the face of the global development financing gap, China calls on the international community to sincerely cooperate and work together to solve the problems of developing countries, especiall",0.14
Xinhua,442,2023-06-26,Xinhua,"Xinhua Commentary: Global human rights cause calls for unity, action","BEIJING, June 26 (Xinhua) -- Everyone has the right to life, liberty and security of person. With this year marking the 75th anniversary of the Universal Declaration of Human Rights, the world needs stronger action to be",0.095
MFA,317,2023-06-27,Ministry of Foreign Affairs of the People's Republic of China - News (English),Li Qiang Attends and Addresses the Opening Plenary of the 2023 Summer Davos Forum,"On the morning of June 27, 2023, Premier Li Qiang of the State Council attended and addressed the opening plenary of the 2023 Summer Davos Forum in Tianjin. Executive Chairman of the World Economic Forum Klaus Schwab, Pr",0.139
MFA,318,2023-06-27,Ministry of Foreign Affairs of the People's Republic of China - News (English),Xi Jinping Meets with Prime Minister of Barbados Mia Amor Mottley,"On the afternoon of June 27, 2023, President Xi Jinping met at the Great Hall of the People with Prime Minister of Barbados Mia Amor Mottley who is on an official visit to China. Xi Jinping pointed out that Barbados is t",0.243
Xinhua,443,2023-06-27,Xinhua,1st LD-Writethru: Xi meets with Barbados PM,"BEIJING, June 27 (Xinhua) -- Chinese President Xi Jinping met with Prime Minister of Barbados Mia Amor Mottley in Beijing on Tuesday. Xi said Barbados is the first country in the eastern Caribbean to establish diplomatic",0.22
MFA,319,2023-06-28,Ministry of Foreign Affairs of the People's Republic of China - News (English),Li Qiang Holds Talks with Mongolian Prime Minister Luvsannamsrai Oyun-Erdene,"On the afternoon of June 28, 2023, Premier Li Qiang of the State Council met at the Great Hall of the People with Mongolian Prime Minister Luvsannamsrai Oyun-Erdene, who is in China for an official visit. Li Qiang said t",0.189
Xinhua,444,2023-06-28,Xinhua,Interview: Diamond Hexagon cooperation injects new impetus into building Cambodia-China community with shared future: scholar,"PHNOM PENH, June 28 (Xinhua) -- The bilateral Diamond Hexagon cooperation framework will inject fresh impetus into the building of the Cambodia-China community with a shared future in the new era, a Cambodian scholar sai",0.143
Xinhua,445,2023-06-28,Xinhua,1st LD-Writethru: Xi meets with Mongolian PM,"BEIJING, June 27 (Xinhua) -- Chinese President Xi Jinping met with Mongolian Prime Minister Luvsannamsrai Oyun-Erdene in Beijing on Tuesday, calling for strengthening connectivity and deepening friendship, mutual trust, ",0.215
Xinhua,446,2023-06-28,Xinhua,1st LD-Writethru: Xi meets with Vietnamese PM,"BEIJING, June 27 (Xinhua) -- Chinese President Xi Jinping met with Prime Minister of Vietnam Pham Minh Chinh in Beijing on Tuesday. Noting that this year marks the 15th anniversary of the establishment of the China-Vietn",0.196
Xinhua,447,2023-06-28,Xinhua,The Law on Foreign Relations of the People's Republic of China,"BEIJING, June 28 (Xinhua) -- The following is the Law on Foreign Relations of the People's Republic of China: The Law on Foreign Relations of the People's Republic of China (Adopted at the Third Meeting of the Standing C",0.133
Xinhua,448,2023-06-29,Xinhua,Senior Chinese diplomat meets UN Deputy Secretary-General,"BEIJING, June 29 (Xinhua) -- Wang Yi, director of the Office of the Foreign Affairs Commission of the Communist Party of China (CPC) Central Committee, met with Amina Mohammed, Deputy Secretary-General of the United Nati",0.13
MFA,320,2023-06-30,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),Foreign Ministry Spokesperson Mao Ning's Regular Press Conference on June 30 2023,"Vice President Han Zheng will attend the opening ceremony of the 11th World Peace Forum and deliver a keynote speech to the forum on July 2. The forum will be held at Tsinghua University with this year's theme being """"St",0.09
Xinhua,449,2023-06-30,Xinhua,1st LD-Writethru: Xi to attend SCO summit via video link,"BEIJING, June 30 (Xinhua) -- At the invitation of Indian Prime Minister Narendra Modi, Chinese President Xi Jinping will attend the 23rd meeting of the Council of Heads of State of the Shanghai Cooperation Organization (",0.11
Xinhua,450,2023-06-30,Xinhua,"Explainer: China's foreign relations law to take effect, its significance explained","BEIJING, June 30 (Xinhua) -- China's milestone Law on Foreign Relations, adopted by the country's top legislature on Wednesday, will take effect on Saturday. An official of the Legislative Affairs Commission of the Natio",0.118
MFA,321,2023-07-02,Ministry of Foreign Affairs of the People's Republic of China - News (English),Han Zheng Attended the Opening Ceremony of the 11th World Peace Forum and Delivered Remarks,"On July 2, 2023, Vice President Han Zheng attended the opening ceremony of the 11th World Peace Forum and delivered remarks at Tsinghua University. More than 400 people, including President of New Development Bank and fo",0.213
Xinhua,451,2023-07-02,Xinhua,Chinese vice president addresses World Peace Forum,"BEIJING, July 2 (Xinhua) -- Chinese Vice President Han Zheng addressed the opening ceremony of the 11th World Peace Forum at Tsinghua University in Beijing on Sunday, calling on all sides to safeguard world peace and sec",0.218
MFA,322,2023-07-03,Ministry of Foreign Affairs of the People's Republic of China - News (English),"Wang Yi: China, Japan, and the ROK Should Respect Each Other and Live in Peace","On July 3, 2023, Member of the Political Bureau of the CPC Central Committee and Director of the Office of the Central Commission for Foreign Affairs Wang Yi attended and addressed the opening ceremony of the 2023 Intern",0.126
Xinhua,452,2023-07-03,Xinhua,Chinese vice president addresses civilization and sinology forum,"BEIJING, July 3 (Xinhua) -- Chinese Vice President Han Zheng addressed the opening ceremony of the third Dialogue on Exchanges and Mutual Learning among Civilizations and the first World Conference of Sinologists on Mond",0.164
Xinhua,453,2023-07-03,Xinhua,Xinhua Headlines: China commits to building closer SCO community with shared future,"BEIJING, July 3 (Xinhua) -- Chinese President Xi Jinping will attend the 23rd meeting of the Council of Heads of State of the Shanghai Cooperation Organization (SCO) via video conference from Beijing on Tuesday. As the f",0.114
Xinhua,454,2023-07-03,Xinhua,Xinhua Headlines: China commits to building closer SCO community with shared future,"* As the first intergovernmental organization named after a Chinese city, SCO today stands as a comprehensive regional cooperation organization that covers the largest area and population in the world.* Over the years, t",0.097
MFA,323,2023-07-04,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),Foreign Ministry Spokesperson Mao Ning's Regular Press Conference on July 4 2023,"CCTV: Hong Kong police issued arrest warrants on July 3 for eight anti-China rioters who have fled overseas, including Kevin Yam. The US, the UK and Australia expressed their concern and even """"condemned"""" the decision. ",0.044
MFA,324,2023-07-04,Ministry of Foreign Affairs of the People's Republic of China - News (English),Xi Jinping Attends the 23rd Meeting of the Council of Heads of State of the Shanghai Cooperation Organization and Delivers Important Statement,"On the afternoon of July 4, 2023, President Xi Jinping attended the 23rd Meeting of the Council of Heads of State of the Shanghai Cooperation Organization (SCO) via video link in Beijing and delivered an important statem",0.152
MFA,325,2023-07-04,Ministry of Foreign Affairs of the People's Republic of China - News (English),Staying True to Our Founding Mission and Advancing Unity and Coordination to Realize Greater Development,"Statement by H.E. Xi Jinping President of the People's Republic of China At the 23rd Meeting of the Council of Heads of State Of the Shanghai Cooperation Organization July 4, 2023 Your Excellency Prime Minister Narendra",0.176
Xinhua,455,2023-07-04,Xinhua,Xinhua Commentary: China's worldview rooted in ancient civilization,"BEIJING, July 4 (Xinhua) -- Chinese civilization, characterized by its vast scope and profound depth, stands as a treasure trove of inspiration for contemporary Chinese worldview. Stretching back over 5,000 years without",0.155
Xinhua,456,2023-07-04,Xinhua,"Xinhua Commentary: Unleash SCO's potential for fostering global security, prosperity","BEIJING, July 4 (Xinhua) -- The 23rd meeting of the Council of Heads of State of the Shanghai Cooperation Organization (SCO) is kicking off via video conference on Tuesday amid expectations from regional countries for th",0.085
Xinhua,457,2023-07-04,Xinhua,"1st LD: Xi attends SCO summit, calls for unity, coordination","BEIJING, July 4 (Xinhua) -- Chinese President Xi Jinping said on Tuesday that the Shanghai Cooperation Organization (SCO) must rise to the call of the times, keep in mind its founding mission, and stay in unity and coord",0.132
Xinhua,458,2023-07-04,Xinhua,Full text of Xi's address at SCO summit,"BEIJING, July 4 (Xinhua) -- Chinese President Xi Jinping addressed the 23rd meeting of the Council of Heads of State of the Shanghai Cooperation Organization (SCO) via video conference here on Tuesday. The following is t",0.186
Xinhua,459,2023-07-04,Xinhua,"1st LD-Writethru: Xi calls for maintaining regional peace, safeguarding common security","BEIJING, July 4 (Xinhua) -- Chinese President Xi Jinping on Tuesday called for efforts to maintain regional peace and safeguard common security. Xi made the remarks when attending the Shanghai Cooperation Organization su",0.121
MFA,326,2023-07-05,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),Foreign Ministry Spokesperson Wang Wenbin's Regular Press Conference on July 5 2023,Xinhua News Agency: It was reported that China has canceled the visit to China by High Representative of the European Union for Foreign Affairs and Security Policy Josep Borrell previously scheduled for next week. Do you,0.064
Xinhua,460,2023-07-05,Xinhua,Senior CPC official addresses int'l conference on building a community with a shared future,"BEIJING, July 5 (Xinhua) -- Li Shulei, a member of the Political Bureau of the Communist Party of China (CPC) Central Committee and head of the Publicity Department of the CPC Central Committee, attended and delivered a ",0.071
Xinhua,461,2023-07-05,Xinhua,"Interview: SCO offers constructive dialogue, multilateral cooperation for member states: expert","ISLAMABAD, July 5 (Xinhua) -- The Shanghai Cooperation Organization (SCO) provides an opportunity for member states to be engaged in constructive dialogue and strengthen multilateral cooperation in order to ease global g",0.167
Xinhua,462,2023-07-05,Xinhua,"2nd LD-Writethru-Xinhua Headlines: Xi attends SCO summit, calls for unity, coordination","BEIJING, July 4 (Xinhua) -- Chinese President Xi Jinping said on Tuesday that the Shanghai Cooperation Organization (SCO) must rise to the call of the times, keep in mind its founding mission, and stay in unity and coord",0.18
Xinhua,463,2023-07-06,Xinhua,"Xiplomacy: Xi's remarks at SCO summit illustrate China's commitment to peace, development","BEIJING, July 5 (Xinhua) -- """"Unity or split, peace or conflict, cooperation or confrontation?"""" Chinese President Xi Jinping inquired under the attentive gaze of world leaders at Tuesday's 23rd meeting of the Council of",0.226
Xinhua,464,2023-07-08,Xinhua,Interview: China key player in multilateralism -- Nicaraguan FM,"UNITED NATIONS, July 7 (Xinhua) -- China is an important player in multilateralism with visionary initiatives to promote world peace and development, said Nicaraguan Foreign Minister Denis Moncada. The strong relationshi",0.214
Xinhua,465,2023-07-10,Xinhua,Full text: Joint Statement on Establishing a Comprehensive Strategic Partnership Featuring Mutual Respect and Common Development for a New Era Between the People's Republic of China and Solomon Islands,"BEIJING, July 10 (Xinhua) -- The following is the full text of a joint statement released by China and Solomon Islands on Monday. Joint Statement on Establishing a Comprehensive Strategic Partnership Featuring Mutual Res",0.147
MFA,327,2023-07-11,Ministry of Foreign Affairs of the People's Republic of China - News (English),Joint Statement on Establishing a Comprehensive Strategic Partnership Featuring Mutual Respect and Common Development For a New Era Between the People's Republic of China And Solomon Islands,"At the invitation of Premier Li Qiang of the State Council of the People's Republic of China, Prime Minister Manasseh Sogavare of Solomon Islands paid an official visit to the People's Republic of China from July 9 to 15",0.151
Xinhua,466,2023-07-11,Xinhua,Chinese premier holds talks with prime minister of Solomon Islands,"BEIJING, July 10 (Xinhua) -- Chinese Premier Li Qiang held talks with visiting Prime Minister of Solomon Islands Manasseh Sogavare on Monday in Beijing. Li said that since the establishment of diplomatic ties nearly four",0.134
MFA,328,2023-07-12,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),Foreign Ministry Spokesperson Wang Wenbin's Regular Press Conference on July 12 2023,"Dragon TV: On July 12, Philippine Secretary for Foreign Affairs Enrique A. Manalo issued a statement on the seventh anniversary of the so-called award on the South China Sea arbitration, saying that the award is now part",0.063
MFA,329,2023-07-13,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),Foreign Ministry Spokesperson Wang Wenbin's Regular Press Conference on July 13 2023,"AFP: I have a question on the report by Microsoft this week, which said a China-based hacking group was targeting Western government data. Does the Chinese foreign ministry have any further details on the origin of these",0.027
Xinhua,467,2023-07-13,Xinhua,"Shutting out China in name of """"de-risking"""" only creates risks: FM spokesperson","BEIJING, July 13 (Xinhua) -- To shut out China in the name of """"de-risking"""" is to throw away opportunities, stability and development, such a move would only create and spread risks, and no one would benefit from it, Ch",-0.157
MFA,330,2023-07-14,Ministry of Foreign Affairs of the People's Republic of China - News (English),Wang Yi Attends the 13th East Asia Summit Foreign Ministers' Meeting,"On July 14, 2023 local time, Director of the Office of the Central Commission for Foreign Affairs Wang Yi attended the 13th East Asia Summit Foreign Ministers' Meeting in Jakarta. Wang Yi said that the East Asia Summit i",0.137
Xinhua,468,2023-07-14,Xinhua,"Senior Chinese diplomat calls for efforts to safeguard peace, stability in East Asia","JAKARTA, July 14 (Xinhua) -- Senior Chinese diplomat Wang Yi on Friday called on the East Asia Summit to make efforts to safeguard regional peace and stability given profound changes in the international and regional sit",0.218
Xinhua,469,2023-07-16,Xinhua,Ethiopian scholar highlights deepening China-Africa ties in new book,"ADDIS ABABA, July 15 (Xinhua) -- A new book entitled """"Africa-China Relations - Ethiopia as a Case Study"""" was launched Saturday showcasing the diverse and historic Sino-Africa ties, with particular emphasis on China-Eth",0.146
MFA,331,2023-07-17,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),​​Foreign Ministry Spokesperson Mao Ning's Regular Press Conference on July 17 2023,CCTV: The ASEAN-China Foreign Ministers' Meeting held on July 13 adopted the ASEAN-China Joint Statement on Commemorating and Reflecting on the 20th Anniversary of China's Accession to the Treaty of Amity and Cooperation,0.124
MFA,332,2023-07-18,Ministry of Foreign Affairs of the People's Republic of China - News (English),President Xi Jinping Holds Talks with Algerian President Abdelmadjid Tebboune,"On the afternoon of July 18, President Xi Jinping held talks with Algerian President Abdelmadjid Tebboune, who is on a state visit to China, at the Great Hall of the People. President Xi noted that this year marks the 65",0.165
MFA,333,2023-07-19,Ministry of Foreign Affairs of the People's Republic of China - News (English),Xi Jinping Exchanges Congratulatory Messages with Cambodian King Norodom Sihamoni on the 65th Anniversary of the Establishment of China-Cambodia Diplomatic Relations,"On July 19, 2023, President Xi Jinping exchanged congratulatory messages with Cambodian King Norodom Sihamoni on the 65th anniversary of the establishment of China-Cambodia diplomatic relations. Xi Jinping pointed out th",0.169
Xinhua,470,2023-07-19,Xinhua,Chinese envoy calls for multilateralism in developing AI governance,"UNITED NATIONS, July 18 (Xinhua) -- A Chinese envoy on Tuesday called for true multilateralism in developing artificial intelligence (AI) governance. As a double-edged sword, whether AI is good or evil depends on how it ",0.113
Xinhua,471,2023-07-19,Xinhua,"Xi, Cambodian king exchange congratulations on 65th anniversary of diplomatic ties","BEIJING, July 19 (Xinhua) -- Chinese President Xi Jinping on Wednesday exchanged congratulatory messages with Cambodian King Norodom Sihamoni on the 65th anniversary of the establishment of diplomatic relations between C",0.163
Xinhua,472,2023-07-19,Xinhua,2nd LD-Writethru: Xi holds talks with Algerian president,"BEIJING, July 18 (Xinhua) -- Chinese President Xi Jinping on Tuesday held talks with Algerian President Abdelmadjid Tebboune, who is on a state visit to China, at the Great Hall of the People. Noting that this year marks",0.167
MFA,334,2023-07-22,Ministry of Foreign Affairs of the People's Republic of China - News (English),Wang Yi Holds Talks with Ethiopian Deputy Prime Minister and Minister of Foreign Affairs Demeke Mekonnen Hassen,"On July 21, 2023 local time, Director of the Office of the Central Commission for Foreign Affairs Wang Yi held talks with Ethiopian Deputy Prime Minister and Minister of Foreign Affairs Demeke Mekonnen Hassen in Addis Ab",0.261
Xinhua,473,2023-07-22,Xinhua,"China, Ethiopia vow to promote peace, development in Horn of Africa","ADDIS ABABA, July 21 (Xinhua) -- Wang Yi, director of the Office of the Foreign Affairs Commission of the Communist Party of China Central Committee, met Ethiopian Deputy Prime Minister and Foreign Minister Demeke Mekonn",0.274
Xinhua,474,2023-07-22,Xinhua,"China, Africa vow to strengthen military cooperation","ADDIS ABABA, July 22 (Xinhua) -- China and the African continent, under the umbrella of the African Union (AU), have vowed to strengthen the already fruitful military cooperation so as to realize their common aspirations",0.222
MFA,335,2023-07-25,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),Foreign Ministry Spokesperson Mao Ning's Regular Press Conference on July 25 2023,"Hubei Media Group: UN Secretary-General António Guterres said at the UN Food Systems Summit +2 Stocktaking Moment on July 24 that """"global food systems are broken"""", vulnerable people are paying the price and we must cha",0.023
Xinhua,475,2023-07-25,Xinhua,China's top legislator holds talks with Pakistan's National Assembly speaker,"BEIJING, July 25 (Xinhua) -- China's top legislator Zhao Leji on Tuesday held talks with the Speaker of Pakistan's National Assembly Raja Pervaiz Ashraf via video link. Zhao, chairman of the National People's Congress (N",0.222
MFA,336,2023-07-26,Ministry of Foreign Affairs of the People's Republic of China - News (English),Wang Yi Puts Forward Four Proposals on Strengthening Cooperation Among Global South Countries,"On July 25, 2023 local time, Director of the Office of the Central Commission for Foreign Affairs Wang Yi put forward four proposals on strengthening cooperation among the Global South countries on the sidelines of the M",0.15
MFA,337,2023-07-26,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),Foreign Ministry Spokesperson Mao Ning's Regular Press Conference on July 26 2023,"CCTV: """"Global South"""" has been an international buzzword lately. We saw that Director Wang Yi put forward China's proposal on greater Global South cooperation at a BRICS meeting. Do you have more to share on this? Mao ",0.046
Xinhua,476,2023-07-26,Xinhua,"China will always be member of """"Global South"""", says Wang Yi","JOHANNESBURG, July 26 (Xinhua) -- China is an ex-officio member of the """"Global South"""" and will always be a member of the big family of developing countries, senior Chinese diplomat Wang Yi said here on Tuesday. Wang, d",0.163
Xinhua,477,2023-07-26,Xinhua,"Column: """"De-risking"""" hinders realization of SDGs","by Zhang Haisen BEIJING, July 26 (Xinhua) -- The world is facing some common problems, such as slow economic growth, regional conflicts, and lack of international development resources. In response to the great restructu",0.011
Xinhua,478,2023-07-26,Xinhua,"China staying committed to peaceful development, says envoy","UNITED NATIONS, July 26 (Xinhua) -- Chinese permanent representative to the United Nations, Zhang Jun, Tuesday reaffirmed China's unwavering commitment to peaceful development. """"China maintains firm strategic resolve, s",0.208
Xinhua,479,2023-07-26,Xinhua,Chinese Embassy in Lebanon marks 96th founding anniversary of PLA,"BEIRUT, July 25 (Xinhua) -- The Chinese Embassy in Lebanon held on Monday a reception to mark the 96th anniversary of the founding of the Chinese People's Liberation Army (PLA). The reception saw the participation of mor",0.086
MFA,338,2023-07-27,Ministry of Foreign Affairs of the People's Republic of China - News (English),Xi Jinping Meets with Indonesian President Joko Widodo,"On the afternoon of July 27, 2023, President Xi Jinping met in Chengdu with Indonesian President Joko Widodo who is in China to attend the opening ceremony of the 31st summer edition of the FISU World University Games an",0.136
Xinhua,480,2023-07-27,Xinhua,(Chengdu Universiade) 2nd LD-Writethru: Xi meets Indonesian president,"CHENGDU, July 27 (Xinhua) -- Chinese President Xi Jinping on Thursday met with Indonesian President Joko Widodo in Chengdu, capital city of southwest China's Sichuan Province. Widodo is here to attend the opening ceremon",0.142
MFA,339,2023-07-28,Ministry of Foreign Affairs of the People's Republic of China - News (English),Xi Jinping Meets with Georgian Prime Minister Irakli Garibashvili,"On the morning of July 28, 2023, President Xi Jinping met in Chengdu with Georgian Prime Minister Irakli Garibashvili who is in China to attend the opening ceremony of the 31st summer edition of the FISU World University",0.173
Xinhua,481,2023-07-28,Xinhua,(Chengdu Universiade) 2nd LD-Writethru: Xi meets Georgian prime minister,"CHENGDU, July 28 (Xinhua) -- Chinese President Xi Jinping on Friday met with Georgian Prime Minister Irakli Garibashvili in Chengdu, capital city of southwest China's Sichuan Province. Garibashvili is here to attend the ",0.13
Xinhua,482,2023-07-28,Xinhua,(Chengdu Universiade) 2nd LD-Writethru: Xi meets Mauritanian president,"CHENGDU, July 28 (Xinhua) -- Chinese President Xi Jinping on Friday met with Mauritanian President Mohamed Ould Cheikh Ghazouani in Chengdu, capital city of southwest China's Sichuan Province. Ghazouani is here to attend",0.186
Xinhua,483,2023-07-30,Xinhua,Chinese premier meets Mauritanian president,"BEIJING, July 30 (Xinhua) -- Chinese Premier Li Qiang met on Sunday with Mauritanian President Mohamed Ould Cheikh Ghazouani in Beijing. Li said China and Mauritania, both developing countries, have held similar position",0.251
Xinhua,484,2023-07-31,Xinhua,Chinese premier meets with Georgian PM,"BEIJING, July 31 (Xinhua) -- China is willing to take the establishment of the China-Georgia strategic partnership as an opportunity to increase strategic communication and cooperation with the country in various areas, ",0.158
Xinhua,485,2023-07-31,Xinhua,Full text: Joint Statement of the People's Republic of China and Georgia on Establishing a Strategic Partnership," BEIJING, July 31 (Xinhua) -- The People's Republic of China and Georgia on Monday issued a joint statement on establishing a strategic partnership. The following is the full text of the statement: From July 26 to August",0.174
Xinhua,486,2023-07-31,Xinhua,China's commerce ministry clarifies UAV export controls,"BEIJING, July 31 (Xinhua) -- A spokesperson with the Ministry of Commerce (MOC) has clarified unmanned aerial vehicles (UAV) export control measures that were made public by the MOC and three other departments on Monday.",0.078
Xinhua,487,2023-08-02,Xinhua,CPC delegation visits Congo,"BRAZZAVILLE, Aug. 2 (Xinhua) -- At the invitation of the Congolese Party of Labor (PCT), Zhu Rui, assistant minister of the International Department of the Communist Party of China (CPC) Central Committee, led a delegati",0.1
